,number,title,subtitle,authors,publisher,published_date,category,distribution_expense
1913,3030522717,Natural Language Processing for Electronic Design Automation,,"Mathias Soeken, Rolf Drechsler",Springer,2020-01-09,NLP,5.6
1914,9781470000000,Natural Language Processing,Semantic Aspects,"Epaminondas Kapetanios, Doina Tatar, Christian Sacarea",CRC Press,2013-11-14,NLP,4.22
1915,9781790000000,Hands-On Natural Language Processing with Python,A practical guide to applying deep learning architectures to your NLP applications,"Rajesh Arumugam, Rajalingappaa Shanmugamani",Packt Publishing Ltd,2018-07-18,NLP,3.19
1916,9781320000000,An Introduction to Natural Language Processing Through Prolog,,Clive Matthews,Routledge,2016-01-07,NLP,6.9
1917,9781840000000,Python Natural Language Processing Cookbook,"Over 50 recipes to understand, analyze, and generate text for implementing language processing tasks",Zhenya Antić,Packt Publishing Ltd,2021-03-19,NLP,7.3
1918,9781490000000,Deep Learning for Coders with fastai and PyTorch,,"Jeremy Howard, Sylvain Gugger","""O'Reilly Media, Inc.""",2020-06-29,NLP,4.55
1919,9783540000000,Natural Language Processing - NLP 2000,"Second International Conference Patras, Greece, June 2-4, 2000 Proceedings",Dimitris N. Christodoulakis,Springer Science & Business Media,2000-05-24,NLP,5.6
1920,9781600000000,Arabic Natural Language Processing,,Nizar Y. Habash,Morgan & Claypool Publishers,2009-11-15,NLP,4.22
1921,9781800000000,The Natural Language Processing Workshop,Confidently design and build your own NLP projects with this easy-to-understand practical guide,"Rohan Chopra, Aniruddha M. Godbole, Nipun Sadvilkar, Muzaffar Bashir Shah, Sohom Ghosh, Dwight Gunning",Packt Publishing Ltd,2020-08-17,NLP,3.19
1922,521032261,Challenges in Natural Language Processing,,"Madeleine Bates, Ralph M. Weischedel",Cambridge University Press,2006-11-23,NLP,6.9
1923,9781790000000,Natural Language Processing: Python and NLTK,,"Nitin Hardeniya, Jacob Perkins, Deepti Chopra, Nisheeth Joshi, Iti Mathur",Packt Publishing Ltd,2016-11-22,NLP,7.3
1924,3642227430,Coarse-to-Fine Natural Language Processing,,Slav Petrov,Springer Science & Business Media,2011-03-11,NLP,4.55
1925,9780080000000,Cognitive Approach to Natural Language Processing,,"Bernadette Sharp, Florence Sedes, Wieslaw Lubaszewski",Elsevier,2017-05-31,NLP,5.6
1926,3540354670,Finite-State Methods and Natural Language Processing,"5th International Workshop, FSMNLP 2005, Helsinki, Finland, September 1-2, 2005, Revised Papers","Anssi Yli-Jyrä, Lauri Karttunen, Juhani Karhumäki",Springer,2006-07-12,NLP,4.22
1927,9781790000000,Natural Language Processing and Computational Linguistics,"A practical guide to text analysis with Python, Gensim, spaCy, and Keras",Bhargav Srinivasa-Desikan,Packt Publishing Ltd,2018-06-29,NLP,3.19
1928,9781120000000,The Handbook of Computational Linguistics and Natural Language Processing,,"Alexander Clark, Chris Fox, Shalom Lappin",John Wiley & Sons,2013-04-24,NLP,6.9
1929,9781490000000,Natural Language Processing with Spark NLP,Learning to Understand Text at Scale,Alex Thomas,"""O'Reilly Media, Inc.""",2020-06-25,NLP,7.3
1930,9780520000000,Ontology and the Lexicon,A Natural Language Processing Perspective,"Chu-ren Huang, Nicoletta Calzolari, Aldo Gangemi, Alessandro Lenci, Alessandro Oltramari",Cambridge University Press,2010-01-04,NLP,4.55
1931,9781790000000,Hands-On Natural Language Processing with PyTorch 1.x,"Build smart, AI-driven linguistic applications using deep learning and NLP techniques",Thomas Dop,Packt Publishing Ltd,2020-09-07,NLP,5.6
1932,9783320000000,Natural Language Processing and Information Systems,"21st International Conference on Applications of Natural Language to Information Systems, NLDB 2016, Salford, UK, June 22-24, 2016, Proceedings","Elisabeth Métais, Farid Meziane, Mohamad Saraee, Vijayan Sugumaran, Sunil Vadera",Springer,2016-06-16,NLP,4.22
1933,9781780000000,Natural Language Processing with Java,,Richard M Reese,Packt Publishing Ltd,2015-03-27,NLP,3.19
1934,3030805980,Natural Language Processing and Information Systems,"26th International Conference on Applications of Natural Language to Information Systems, NLDB 2021, Saarbrücken, Germany, June 23–25, 2021, Proceedings","Elisabeth Métais, Farid Meziane, Helmut Horacek, Epaminondas Kapetanios",Springer,2021-06-20,NLP,6.9
1935,9781720000000,Natural Language Processing with Python and spaCy,A Practical Introduction,Yuli Vasiliev,No Starch Press,2020-04-28,NLP,7.3
1936,9780200000000,Brain-Computer Interfaces,Principles and Practice,"Jonathan Wolpaw, Elizabeth Winter Wolpaw",Oxford University Press,2012-01-24,NLP,4.55
1937,1803247339,Transformers for Natural Language Processing,"Build, Train, and Fine-Tune Deep Neural Network Architectures for NLP with Python, Pytorch, TensorFlow, BERT, and GPT-3",Denis Rothman,Packt Publishing,2022-03-25,NLP,5.6
1938,9783030000000,Natural Language Processing for Social Media,,Atefeh Farzindar,Springer Nature,2015-08-31,NLP,4.55
1939,9781140000000,Graph-based Natural Language Processing and Information Retrieval,,"Rada Mihalcea, Dragomir Radev",Cambridge University Press,2011-11-04,NLP,5.6
1940,9781630000000,Linguistic Fundamentals for Natural Language Processing,100 Essentials from Morphology and Syntax,Emily M. Bender,Morgan & Claypool Publishers,2013-01-06,NLP,4.22
1941,9781800000000,Transformers for Natural Language Processing,"Build innovative deep neural network architectures for NLP with Python, PyTorch, TensorFlow, BERT, RoBERTa, and more",Denis Rothman,Packt Publishing Ltd,2021-01-29,NLP,3.19
1942,9781840000000,Machine Learning for Algorithmic Trading,Predictive models to extract signals from market and alternative data for systematic trading strategies with Python,Stefan Jansen,Packt Publishing Ltd,2020-07-31,NLP,6.9
1943,3642414907,Chinese Computational Linguistics and Natural Language Processing Based on Naturally Annotated Big Data,"12th China National Conference, CCL 2013 and First International Symposium, NLP-NABD 2013, Suzhou, China, October 10-12, 2013, Proceedings","Maosong Sun, Min Zhang, Dekang Lin, Haifeng Wang",Springer,2013-08-10,NLP,7.3
1944,9781800000000,Natural Language Processing with AWS AI Services,Derive strategic insights from unstructured data with Amazon Textract and Amazon Comprehend,"Mona M, Premkumar Rangarajan, Julien Simon",Packt Publishing Ltd,2021-11-26,NLP,4.55
1945,9783030000000,Deep Learning for NLP and Speech Recognition,,"Uday Kamath, John Liu, James Whitaker",Springer,2019-10-06,NLP,5.6
1946,9783110000000,Syntactic Structures,,Noam Chomsky,Walter de Gruyter GmbH & Co KG,2020-05-29,NLP,4.22
1947,9789390000000,Getting started with Deep Learning for Natural Language Processing,Learn how to build NLP applications with Deep Learning (English Edition),Sunil Patel,BPB Publications,2021-01-13,NLP,3.19
1948,9789030000000,Biomedical Natural Language Processing,,"Kevin Bretonnel Cohen, Dina Demner-Fushman",John Benjamins Publishing Company,2014-02-15,NLP,6.9
1949,1530414830,Big Data Analytics Methods,"Modern Analytics Techniques for the 21st Century: the Data Scientists Manual to Data Mining, Deep Learning & Natural Language Processing",Peter Ghavami,Createspace Independent Publishing Platform,2016-06-03,NLP,7.3
1950,9780200000000,"Understanding Social Action, Promoting Human Rights",,"Ryan Goodman, Derek Jinks, Andrew K. Woods",Oxford University Press,2012-12-27,NLP,4.55
1951,9781000000000,Data Analytics and AI,,Jay Liebowitz,CRC Press,2020-06-08,NLP,5.6
1952,354000307X,Natural Language Processing and Information Systems,"6th International Conference on Applications of Natural Language to Information Systems, NLDB 2002, Stockholm, Sweden, June 27-28, 2002, Revised Papers","Birger Andersson, Maria Bergholtz, P. Johannesson",Springer,2002-11-12,NLP,4.22
1953,1491913428,Natural Language Processing with Python,,"Steven Bird, Ewan Klein, Edward Loper",O'Reilly Media,2016-03-25,NLP,3.19
1954,787982369,Classroom Assessment Techniques,A Handbook for College Teachers,"Thomas A. Angelo, Patricia K. Cross",Jossey-Bass Incorporated Pub,2005-01-04,NLP,6.9
1955,3540620044,Automatic Ambiguity Resolution in Natural Language Processing,An Empirical Approach,Alexander Franz,Springer,1996-11-13,NLP,7.3
1956,9780190000000,Epistemic Value,,"Adrian Haddock, Alan Millar, Duncan Pritchard",OUP Oxford,2009-03-09,NLP,4.55
1957,3540419438,Natural Language Processing and Information Systems,"5th International Conference on Applications of Natural Language to Information Systems, NLDB 2000, Versailles, France, June 28-30, 2000; Revised Papers","Mokrane Bouzeghoub, Zoubida Kedad, Elisabeth Metais",Springer,2001-04-18,NLP,5.6
1958,9781490000000,Applied Text Analysis with Python,Enabling Language-Aware Data Products with Machine Learning,"Benjamin Bengfort, Rebecca Bilbro, Tony Ojeda","""O'Reilly Media, Inc.""",2018-11-06,NLP,4.22
1959,1473965004,SAGE Research Methods Foundations,,"Paul Anthony Atkinson, Sara Delamont, Richard A. Williams, Alexandru Cernat, Joseph Sakshaug",SAGE Publications Limited,2021-05-05,NLP,3.19
1960,9783030000000,Natural Language Processing and Information Systems,"24th International Conference on Applications of Natural Language to Information Systems, NLDB 2019, Salford, UK, June 26–28, 2019, Proceedings","Elisabeth Métais, Farid Meziane, Sunil Vadera, Vijayan Sugumaran, Mohamad Saraee",Springer,2019-06-20,NLP,6.9
1961,9781120000000,The Book of Alternative Data,"A Guide for Investors, Traders and Risk Managers","Alexander Denev, Saeed Amen",John Wiley & Sons,2020-07-21,NLP,7.3
1962,1783284676,Natural Language Processing with Java and Lingpipe Cookbook,,Breck Baldwin,Packt Publishing,2014-11-28,NLP,4.55
1963,521896134,Graph-based Natural Language Processing and Information Retrieval,,"Rada Mihalcea, Dragomir Radev",Cambridge University Press,2011-11-04,NLP,5.6
1964,9781480000000,Text Analytics with Python,A Practical Real-World Approach to Gaining Actionable Insights from your Data,Dipanjan Sarkar,Apress,2016-11-30,NLP,4.22
1965,1138640077,Connectionist Approaches to Natural Language Processing,,"R. G. Reilly, Noel Sharkey",Routledge,2018-01-06,NLP,3.19
1966,262100665,Statistical Methods for Speech Recognition,,Frederick Jelinek,MIT Press,1998-01-15,NLP,6.9
1967,9781490000000,Deep Learning from Scratch,Building with Python from First Principles,Seth Weidman,O'Reilly Media,2019-09-09,NLP,7.3
1968,470864125,Encyclopedia of Computer Science,,"Anthony Ralston, Edwin D. Reilly, David Hemmendinger",Wiley,2003-08-29,NLP,4.55
1969,9789810000000,Information Retrieval and Natural Language Processing,A Graph Theory Approach,"Sheetal S. Sonawane, Parikshit N. Mahalle, Archana S. Ghotkar",Springer Nature,2022-05-04,NLP,5.6
1970,9783660000000,Anaphora Resolution,"Algorithms, Resources, and Applications","Massimo Poesio, Roland Stuckardt, Yannick Versley",Springer,2016-04-08,NLP,4.22
1971,9781640000000,Transfer Learning for Natural Language Processing,,Paul Azunre,Simon and Schuster,2021-08-31,NLP,3.19
1972,9789390000000,Getting Started with Chatbots,Learn and create your own chatbot with deep understanding of Artificial Intelligence and Machine Learning,Akhil Mittal,BPB Publications,2019-09-20,NLP,6.9
1973,9781800000000,Exploring GPT-3,An unofficial first look at the general-purpose language processing API from OpenAI,"Steve Tingiris, Bret Kinsella",Packt Publishing Ltd,2021-08-27,NLP,7.3
1974,9783320000000,"Advances in Natural Language Processing, Intelligent Informatics and Smart Technology","Selected Revised Papers from the Eleventh International Symposium on Natural Language Processing (SNLP-2016) and the First Workshop in Intelligent Informatics and Smart Technology, 10-12 February 2016, Phranakhon, Si Ayutthaya, Thailand","Thanaruk Theeramunkong, Rachada Kongkachandra, Thepchai Supnithi",Springer,2018-03-15,NLP,4.55
1975,9781480000000,Text Analytics with Python,A Practitioner's Guide to Natural Language Processing,Dipanjan Sarkar,Apress,2019-05-21,NLP,5.6
1976,9783320000000,Using Comparable Corpora for Under-Resourced Areas of Machine Translation,,"Inguna Skadiņa, Robert Gaizauskas, Bogdan Babych, Nikola Ljubešić, Dan Tufiş, Andrejs Vasiļjevs",Springer,2019-06-02,NLP,4.55
1977,9781120000000,Data Mining and Business Analytics with R,,Johannes Ledolter,John Wiley & Sons,2013-05-28,NLP,5.6
1978,9781620000000,"Machine Learning with TensorFlow, Second Edition",,Mattmann A. Chris,Manning Publications,2021-02-02,NLP,4.22
1979,9781490000000,Blueprints for Text Analytics Using Python,,"Jens Albrecht, Sidharth Ramachandran, Christian Winkler","""O'Reilly Media, Inc.""",2020-04-12,NLP,3.19
1980,9781490000000,Deep Learning,A Practitioner's Approach,"Josh Patterson, Adam Gibson","""O'Reilly Media, Inc.""",2017-07-28,NLP,6.9
1981,9781110000000,"Similar Languages, Varieties, and Dialects",A Computational Perspective,"Marcos Zampieri, Preslav Nakov",Cambridge University Press,2021-04-30,NLP,7.3
1982,9781460000000,Mobile Speech and Advanced Natural Language Solutions,,"Amy Neustein, Judith A. Markowitz",Springer Science & Business Media,2013-03-02,NLP,4.55
1983,9783030000000,"Natural Language Processing for Social Media, Third Edition",,"Anna Atefeh Farzindar, Diana Inkpen",Springer Nature,2022-05-31,NLP,5.6
1984,9781640000000,Deep Learning with PyTorch,,"Luca Pietro Giovanni Antiga, Eli Stevens, Thomas Viehmann",Simon and Schuster,2020-01-07,NLP,4.22
1985,9781320000000,Personalized Machine Learning,,Julian McAuley,Cambridge University Press,2022-03-02,NLP,3.19
1986,9781450000000,Natural Language Annotation for Machine Learning,,"James Pustejovsky, Amber Stubbs","""O'Reilly Media, Inc.""",2012-10-25,NLP,6.9
1987,9781640000000,Probabilistic Deep Learning,"With Python, Keras and TensorFlow Probability","Beate Sick, Oliver Duerr",Simon and Schuster,2020-11-10,NLP,7.3
1988,1801077657,Mastering Transformers,Build State-Of-the-art Models from Scratch with Advanced Natural Language Processing Techniques,"Savas Yildirim, Meysam Asgari-Chenaghlu",Packt Publishing,2021-09-15,NLP,4.55
1989,9781480000000,Building Chatbots with Python,Using Natural Language Processing and Machine Learning,Sumit Raj,Apress,2018-12-12,NLP,5.6
1990,3662524937,Natural Language Processing of Semitic Languages,,Imed Zitouni,Springer,2016-08-23,NLP,4.22
1991,9780390000000,The Elements of Statistical Learning,"Data Mining, Inference, and Prediction","Trevor Hastie, Robert Tibshirani, Jerome Friedman",Springer Science & Business Media,2013-11-11,NLP,3.19
1992,9780740000000,Windows Internals,,"Mark E. Russinovich, David A. Solomon, Alex Ionescu",Pearson Education,2012-03-15,NLP,6.9
1993,9781840000000,Getting Started with Google BERT,Build and train state-of-the-art natural language processing models using BERT,Sudharsan Ravichandiran,Packt Publishing Ltd,2021-01-22,NLP,7.3
1994,3030562379,Thai Natural Language Processing,"Word Segmentation, Semantic Analysis, and Application","Chalermpol Tapsai, Herwig Unger, Phayung Meesad",Springer,2021-09-16,NLP,4.55
1995,9781320000000,Anaphora Resolution,,Ruslan Mitkov,Routledge,2014-02-24,NLP,5.6
1996,9783320000000,Text Mining,From Ontology Learning to Automated Text Processing Applications,"Chris Biemann, Alexander Mehler",Springer,2014-12-19,NLP,4.22
1997,9783030000000,Embeddings in Natural Language Processing,Theory and Advances in Vector Representations of Meaning,"Mohammad Taher Pilehvar, Jose Camacho-Collados",Springer Nature,2022-05-31,NLP,3.19
1998,9783540000000,Advances in Natural Language Processing,"6th International Conference, GoTAL 2008, Gothenburg, Sweden, August 25-27, 2008, Proceedings","Bengt Nordstrom, Bengt Nordström, Aarne Ranta",Springer Science & Business Media,2008-08-13,NLP,6.9
1999,9780670000000,The Myth of Artificial Intelligence,Why Computers Can't Think the Way We Do,Erik J. Larson,Harvard University Press,2021-06-04,NLP,7.3
2000,9789390000000,Artificial Intelligence for Managers,,Malay A. Upadhyay,BPB Publications,2020-09-18,NLP,4.55
2001,521032261,Challenges in Natural Language Processing,,"Madeleine Bates, Ralph M. Weischedel",Cambridge University Press,2006-11-23,NLP,5.6
2002,9783030000000,Rise of the Self-Replicators,"Early Visions of Machines, AI and Robots That Can Reproduce and Evolve","Tim Taylor, Alan Dorin",Springer Nature,2020-07-30,NLP,4.22
2003,9783640000000,Natural Language Processing and Information Systems,"14th International Conference on Applications of Natural Language to Information Systems , NLDB 2009, Saarbrücken, Germany, June 24-26, 2009. Revised Papers","Helmut Horacek, Elisabeth Metais, Rafael Munoz, Magdalena Wolska",Springer Science & Business Media,2010-04-20,NLP,3.19
2004,9789290000000,Mapping the Public Voice for Development—Natural Language Processing of Social Media Text Data,A Special Supplement of Key Indicators for Asia and the Pacific 2022,Asian Development Bank,Asian Development Bank,2022-01-08,NLP,6.9
2005,9780520000000,Computational Lexical Semantics,,"Patrick Saint-Dizier, Evelyn Viegas",Cambridge University Press,1995-02-24,NLP,7.3
2006,9789390000000,Machine Learning for Finance,Beginner's guide to explore machine learning in banking and finance (English Edition),Saurav Singla,BPB Publications,2021-05-01,NLP,4.55
2007,9781620000000,Deep Reinforcement Learning in Action,,"Alexander Zai, Brandon Brown",Manning Publications,2020-04-28,NLP,5.6
2008,9781490000000,Data Science on AWS,,"Chris Fregly, Antje Barth","""O'Reilly Media, Inc.""",2021-07-04,NLP,4.22
2009,9781720000000,Deep Learning,A Visual Approach,Andrew Glassner,No Starch Press,2021-06-22,NLP,3.19
2010,9781480000000,Deep Learning with Applications Using Python,"Chatbots and Face, Object, and Speech Recognition With TensorFlow and Keras",Navin Kumar Manaswi,Apress,2018-04-04,NLP,6.9
2011,9788270000000,Approaching (Almost) Any Machine Learning Problem,,Abhishek Thakur,Abhishek Thakur,2020-04-07,NLP,7.3
2012,9783540000000,Natural Language and Information Systems,"13th International Conference on Applications of Natural Language to Information Systems, NLDB 2008 London, UK, June 24-27, 2008, Proceedings",Vijayan Sugumaran,Springer Science & Business Media,2008-06-16,NLP,4.55
2013,9781800000000,Mastering spaCy,An end-to-end practical guide to implementing NLP applications using the Python ecosystem,Duygu Altinok,Packt Publishing Ltd,2021-09-07,NLP,5.6
2014,9781490000000,Building Machine Learning Pipelines,,"Hannes Hapke, Catherine Nelson","""O'Reilly Media, Inc.""",2020-07-13,NLP,4.55
2015,9781630000000,Things That Make Us Smart,Defending Human Attributes in the Age of the Machine,Don Norman,Diversion Books,2014-02-12,NLP,5.6
2016,9781620000000,Human-in-the-Loop Machine Learning,Active Learning and Annotation for Human-centered AI,"Robert Munro, Robert Monarch",Simon and Schuster,2021-07-20,NLP,4.22
2017,1681737973,Statistical Significance Testing for Natural Language Processing,,"Rotem Dror, Lotem Peled-Cohen, Segev Shlomov, Roi Reichart",Synthesis Lectures on Human La,2020-03-04,NLP,3.19
2018,3031010426,"Bayesian Analysis in Natural Language Processing, Second Edition",,Shay Cohen,Springer,2019-09-04,NLP,6.9
2019,9783540000000,Advances in Natural Language Processing,"4th International Conference, EsTAL 2004, Alicante, Spain, October 20-22, 2004. Proceedings","José Luis Vicedo, Particio Martínez-Barco, Rafael Munoz, Maximiliano Saiz Noeda",Springer Science & Business Media,2004-12-10,NLP,7.3
2020,9783030000000,Natural Language Processing and Chinese Computing,"9th CCF International Conference, NLPCC 2020, Zhengzhou, China, October 14–18, 2020, Proceedings, Part II","Xiaodan Zhu, Min Zhang, Yu Hong, Ruifang He",Springer Nature,2020-06-10,NLP,4.55
2021,9789030000000,Recent Advances in Natural Language Processing V,Selected papers from RANLP 2007,"Nicolas Nicolov, Galia Angelova, Ruslan Mitkov",John Benjamins Publishing,2009-10-22,NLP,5.6
2022,9781630000000,Natural Language Processing for the Semantic Web,,"Diana Maynard, Kalina Bontcheva",Morgan & Claypool Publishers,2016-12-13,NLP,4.22
2023,9783540000000,Natural Language Processing and Information Systems,"11th International Conference on Applications of Natural Language to Information Systems, NLDB 2006, Klagenfurt, Austria, May 31 - June 2, 2006, Proceedings","Christian Kop, Günther Fliedl, Heinrich C. Mayr, Elisabeth Métais",Springer,2006-04-07,NLP,3.19
2024,9789030000000,Negation and Speculation Detection,,"Noa P. Cruz Díaz, Manuel J. Maña López",John Benjamins Publishing Company,2019-02-15,NLP,6.9
2025,9781320000000,Connectionist Approaches to Natural Language Processing,,"R G Reilly, Noel Sharkey",Routledge,2016-07-22,NLP,7.3
2026,9781140000000,"Language, Cohesion and Form",,Margaret Masterman,Cambridge University Press,2005-01-16,NLP,4.55
2027,9783640000000,Natural Language Processing and Information Systems,"16th International Conference on Applications of Natural Language to Information Systems, NLDB 2011, Alicante, Spain, June 28-30, 2011, Proceedings","Rafael Munoz, Andres Montoyo, Elisabeth Metais",Springer Science & Business Media,2011-06-22,NLP,5.6
2028,9783540000000,Natural Language Processing and Information Systems,"5th International Conference on Applications of Natural Language to Information Systems, NLDB 2000, Versailles, France, June 28-30, 2000; Revised Papers","Mokrane Bouzeghoub, Zoubida Kedad, Elisabeth Metais",Springer,2003-06-29,NLP,4.22
2029,9781460000000,Reversible Grammar in Natural Language Processing,,T. Strzalkowski,Springer Science & Business Media,2012-06-12,NLP,3.19
2030,9781120000000,The Handbook of Computational Linguistics and Natural Language Processing,,"Alexander Clark, Chris Fox, Shalom Lappin",John Wiley & Sons,2012-04-10,NLP,6.9
2031,9781500000000,Natural Language Processing and Cognitive Science,Proceedings 2014,"Bernadette Sharp, Rodolfo Delmonte",Walter de Gruyter GmbH & Co KG,2015-10-03,NLP,7.3
2032,9783540000000,Natural Language Processing and Information Systems,"6th International Conference on Applications of Natural Language to Information Systems, NLDB 2002, Stockholm, Sweden, June 27-28, 2002, Revised Papers","Birger Andersson, International Conference on Applications of Natural Language to Information Systems (6 : 2002 : Stockholm)",Springer Science & Business Media,2002-11-12,NLP,4.55
2033,3540620044,Automatic Ambiguity Resolution in Natural Language Processing,An Empirical Approach,Alexander Franz,Springer Science & Business Media,1996-11-13,NLP,5.6
2034,9789030000000,Recent Advances in Natural Language Processing,Selected Papers from RANLP'95,"Ruslan Mitkov, Nicolas Nicolov",John Benjamins Publishing,1997-01-01,NLP,4.22
2035,9781780000000,Natural Language Processing with Java and LingPipe Cookbook,,"Breck Baldwin, Krishna Dayanidhi",Packt Publishing Ltd,2014-11-28,NLP,3.19
2036,9781790000000,Application of Graph Rewriting to Natural Language Processing,,"Guillaume Bonfante, Bruno Guillaume, Guy Perrier",John Wiley & Sons,2018-06-19,NLP,6.9
2037,9783030000000,Formalizing Natural Languages with NooJ 2019 and Its Natural Language Processing Applications,"13th International Conference, NooJ 2019, Hammamet, Tunisia, June 7–9, 2019, Revised Selected Papers","Héla Fehri, Slim Mesfar, Max Silberztein",Springer Nature,2020-06-01,NLP,7.3
2038,9783640000000,Advances in Natural Language Processing,"7th International Conference on NLP, IceTAL 2010, Reykjavik, Iceland, August 16-18, 2010, Proceedings","Hrafn Loftsson, Eirikur Rögnvaldsson, Sigrun Helgadottir",Springer Science & Business Media,2010-07-30,NLP,4.55
2039,9781640000000,Data Science Bookcamp,Five real-world Python projects,Leonard Apeltsin,Simon and Schuster,2021-07-12,NLP,5.6
2040,1549617214,Machine Learning for Absolute Beginners,A Plain English Introduction,Oliver Theobald,Independently Published,2018-01-01,NLP,4.55
2041,9781100000000,Machine Learning Design Patterns,,"Valliappa Lakshmanan, Sara Robinson, Michael Munn",O'Reilly Media,2020-10-15,NLP,5.6
2042,9781470000000,Modern Computational Models of Semantic Discovery in Natural Language,,"Žižka, Jan",IGI Global,2015-07-17,NLP,4.22
2043,9781620000000,Deep Learning for Vision Systems,,Mohamed Elgendy,Manning Publications,2020-10-11,NLP,3.19
2044,9781490000000,Fundamentals of Deep Learning,Designing Next-Generation Machine Intelligence Algorithms,"Nikhil Buduma, Nicholas Locascio","""O'Reilly Media, Inc.""",2017-05-25,NLP,6.9
2045,9789030000000,Recent Advances in Computational Terminology,,"Didier Bourigault, Christian Jacquemin, Marie-Claude LHomme",John Benjamins Publishing,2001-06-15,NLP,7.3
2046,9781000000000,Citizen Empowerment through Digital Transformation in Government,,Neeta Verma,CRC Press,2021-12-31,NLP,4.55
2047,9783320000000,Natural Language Processing and Information Systems,"22nd International Conference on Applications of Natural Language to Information Systems, NLDB 2017, Liège, Belgium, June 21-23, 2017, Proceedings","Flavius Frasincar, Ashwin Ittoo, Le Minh Nguyen, Elisabeth Métais",Springer,2017-12-06,NLP,5.6
2048,UCAL:B4107152,"Artificial Intelligence, Expert Systems, Computer Vision, and Natural Language Processing",,William B. Gevarter,William Andrew,1984-01-01,NLP,4.22
2049,9781490000000,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow","Concepts, Tools, and Techniques to Build Intelligent Systems",Aurélien Géron,"""O'Reilly Media, Inc.""",2019-05-09,NLP,3.19
2050,079239416X,Reversible Grammar in Natural Language Processing,,T. Strzalkowski,Springer Science & Business Media,1993-11-30,NLP,6.9
2051,9781440000000,Practical Graph Mining with R,,"Nagiza F. Samatova, William Hendrix, John Jenkins, Kanchana Padmanabhan, Arpan Chakraborty",CRC Press,2013-07-15,NLP,7.3
2052,9789030000000,Challenges for Arabic Machine Translation,,"Abdelhadi Soudi, Ali Farghaly, Günter Neumann, Rabih Zbib",John Benjamins Publishing,2012-01-08,NLP,4.55
2053,9789030000000,Close Engagements with Artificial Companions,"Key social, psychological, ethical and design issues",Yorick Wilks,John Benjamins Publishing,2010-03-24,NLP,5.6
2054,9780530000000,Learning How to Learn,How to Succeed in School Without Spending All Your Time Studying; A Guide for Kids and Teens,"Barbara Oakley, PhD, Terrence Sejnowski, PhD, Alistair McConville",Penguin,2018-07-08,NLP,4.22
2055,9781490000000,Designing Data-Intensive Applications,"The Big Ideas Behind Reliable, Scalable, and Maintainable Systems",Martin Kleppmann,"""O'Reilly Media, Inc.""",2017-03-16,NLP,3.19
2056,9783350000000,Natural Language Processing mit Deep Learning,,Amelie Probst,GRIN Verlag,2019-09-17,NLP,6.9
2057,9781490000000,Artificial Intelligence in Finance,,Yves Hilpisch,"""O'Reilly Media, Inc.""",2020-10-14,NLP,7.3
2058,9780260000000,"Perceptrons, Reissue of the 1988 Expanded Edition with a new foreword by Léon Bottou",An Introduction to Computational Geometry,"Marvin Minsky, Seymour A. Papert",MIT Press,2017-09-22,NLP,4.55
2059,9789810000000,Speech-to-Speech Translation,,"Yutaka Kidawara, Eiichiro Sumita, Hisashi Kawai",Springer Nature,2019-11-22,NLP,5.6
2060,9780430000000,Integrated Fish Farming,,"Jack A. Mathias, Charles Anthony",Taylor & Francis,2020-09-07,NLP,4.22
2061,3642339824,Advances in Natural Language Processing,"8th International Conference on NLP, JapTAL 2012, Kanazawa, Japan, October 22-24, 2012, Proceedings","Hitoshi Isahara, Kyoko Kanzaki",Springer,2012-12-09,NLP,3.19
2062,9781490000000,Designing Bots,Creating Conversational Experiences,Amir Shevat,"""O'Reilly Media, Inc.""",2017-05-17,NLP,6.9
2063,9780390000000,Text Mining,Predictive Methods for Analyzing Unstructured Information,"Sholom M. Weiss, Nitin Indurkhya, Tong Zhang, Fred Damerau",Springer Science & Business Media,2010-08-01,NLP,7.3
2064,UOM:39015023866083,From Natural Language Processing to Logic for Expert Systems,A Logic Based Approach to Artificial Intelligence,"Jean-Louis Binot, Albert Bruffaerts, Philippe Delsarte, Eric Dubois, Pierre Dupont, Jacques Hagelstein",John Wiley & Sons Incorporated,1991-08-21,NLP,4.55
2065,9781600000000,Dependency Parsing,,"Sandra Kubler, Ryan McDonald, Joakim Nivre",Morgan & Claypool Publishers,2009-08-01,NLP,5.6
2066,9781790000000,Hands-On Machine Learning for Algorithmic Trading,Design and implement investment strategies based on smart algorithms that learn from data using Python,Stefan Jansen,Packt Publishing Ltd,2018-12-31,NLP,4.22
2067,9780360000000,Issue IV (Paperback),,The Borfski Press,Lulu.com,2018-10-18,NLP,3.19
2068,3642358276,Evaluation of Natural Language and Speech Tool for Italian,"International Workshop, EVALITA 2011, Rome, January 24-25, 2012, Revised Selected Papers","Bernardo Magnini, Francesco Cutugno, Mauro Falcone, Emanuele Pianta",Springer,2013-08-01,NLP,6.9
2069,9781490000000,Finding Nothing,"The VanGardes, 1959-1975",Gregory Betts,University of Toronto Press,2021-07-30,NLP,7.3
2070,9781640000000,Streaming Data,Understanding the real-time pipeline,Andrew Psaltis,Simon and Schuster,2017-05-31,NLP,4.55
2071,9789030000000,"Abduction, Belief, and Context in Dialogue",Studies in Computational Pragmatics,"Harry C. Bunt, W. J. Black",John Benjamins Publishing,2000-01-01,NLP,5.6
